Domain Code,Domain,Area Code (M49),i,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7010,October,2019,2019,°C,1.802,E,Estimated value,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7011,November,2019,2019,°C,2.169,E,Estimated value,,,,,,,
ET,Temperature change,748,Eswatini,7271,Temperature change,7012,December,2019,2019,°C,0.42,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7001,January,2019,2019,°C,0.931,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7002,February,2019,2019,°C,1.819,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7003,March,2019,2019,°C,1.686,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7004,April,2019,2019,°C,1.878,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7005,May,2019,2019,°C,1.603,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7006,June,2019,2019,°C,1.034,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7007,July,2019,2019,°C,1.618,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7008,August,2019,2019,°C,1.276,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7009,September,2019,2019,°C,1.184,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7010,October,2019,2019,°C,0.826,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7011,November,2019,2019,°C,1.201,E,Estimated value,,,,,,,
ET,Temperature change,231,Ethiopia,7271,Temperature change,7012,December,2019,2019,°C,1.276,E,Estimated value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7001,January,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7002,February,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7003,March,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7004,April,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7005,May,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7006,June,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7007,July,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7008,August,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7009,September,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7010,October,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7011,November,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,238,Falkland Islands (Malvinas),7271,Temperature change,7012,December,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7001,January,2019,2019,°C,0.708,E,Estimated value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7002,February,2019,2019,°C,2.075,E,Estimated value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7003,March,2019,2019,°C,0.939,E,Estimated value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7004,April,2019,2019,°C,1.935,E,Estimated value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7005,May,2019,2019,°C,-0.468,E,Estimated value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7006,June,2019,2019,°C,0.305,E,Estimated value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7007,July,2019,2019,°C,1.177,E,Estimated value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7008,August,2019,2019,°C,0.941,E,Estimated value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7009,September,2019,2019,°C,0.787,E,Estimated value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7010,October,2019,2019,°C,0.264,E,Estimated value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7011,November,2019,2019,°C,-0.375,E,Estimated value,,,,,,,
ET,Temperature change,234,Faroe Islands,7271,Temperature change,7012,December,2019,2019,°C,1.485,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7001,January,2019,2019,°C,0.937,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7002,February,2019,2019,°C,1.355,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7003,March,2019,2019,°C,-0.056,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7004,April,2019,2019,°C,1.502,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7005,May,2019,2019,°C,0.715,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7006,June,2019,2019,°C,0.938,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7007,July,2019,2019,°C,1.219,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7008,August,2019,2019,°C,1.633,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7009,September,2019,2019,°C,0.901,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7010,October,2019,2019,°C,1.497,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7011,November,2019,2019,°C,0.478,E,Estimated value,,,,,,,
ET,Temperature change,242,Fiji,7271,Temperature change,7012,December,2019,2019,°C,1.196,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7001,January,2019,2019,°C,-0.286,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7002,February,2019,2019,°C,4.732,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7003,March,2019,2019,°C,2.569,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7004,April,2019,2019,°C,3.788,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7005,May,2019,2019,°C,1.212,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7006,June,2019,2019,°C,1.599,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7007,July,2019,2019,°C,-0.269,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7008,August,2019,2019,°C,0.731,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7009,September,2019,2019,°C,0.974,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7010,October,2019,2019,°C,-0.633,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7011,November,2019,2019,°C,0.359,E,Estimated value,,,,,,,
ET,Temperature change,246,Finland,7271,Temperature change,7012,December,2019,2019,°C,5.215,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7001,January,2019,2019,°C,0.304,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7002,February,2019,2019,°C,2.963,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7003,March,2019,2019,°C,2.339,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7004,April,2019,2019,°C,1.322,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7005,May,2019,2019,°C,-0.235,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7006,June,2019,2019,°C,2.841,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7007,July,2019,2019,°C,3.225,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7008,August,2019,2019,°C,2.617,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7009,September,2019,2019,°C,1.596,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7010,October,2019,2019,°C,2.32,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7011,November,2019,2019,°C,0.876,E,Estimated value,,,,,,,
ET,Temperature change,250,France,7271,Temperature change,7012,December,2019,2019,°C,2.763,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7001,January,2019,2019,°C,1.174,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7002,February,2019,2019,°C,1.383,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7003,March,2019,2019,°C,1.478,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7004,April,2019,2019,°C,1.327,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7005,May,2019,2019,°C,1.406,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7006,June,2019,2019,°C,1.734,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7007,July,2019,2019,°C,1.457,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7008,August,2019,2019,°C,1.475,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7009,September,2019,2019,°C,2.063,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7010,October,2019,2019,°C,1.591,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7011,November,2019,2019,°C,1.972,E,Estimated value,,,,,,,
ET,Temperature change,254,French Guyana,7271,Temperature change,7012,December,2019,2019,°C,1.512,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7001,January,2019,2019,°C,1.059,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7002,February,2019,2019,°C,1.047,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7003,March,2019,2019,°C,0.985,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7004,April,2019,2019,°C,0.868,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7005,May,2019,2019,°C,0.875,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7006,June,2019,2019,°C,0.784,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7007,July,2019,2019,°C,0.372,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7008,August,2019,2019,°C,1.21,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7009,September,2019,2019,°C,0.764,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7010,October,2019,2019,°C,0.404,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7011,November,2019,2019,°C,0.866,E,Estimated value,,,,,,,
ET,Temperature change,258,French Polynesia,7271,Temperature change,7012,December,2019,2019,°C,0.591,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7001,January,2019,2019,°C,1.249,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7002,February,2019,2019,°C,0.74,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7003,March,2019,2019,°C,1.131,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7004,April,2019,2019,°C,0.258,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7005,May,2019,2019,°C,0.013,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7006,June,2019,2019,°C,1.243,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7007,July,2019,2019,°C,-0.195,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7008,August,2019,2019,°C,-0.579,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7009,September,2019,2019,°C,-1.066,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7010,October,2019,2019,°C,0.525,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7011,November,2019,2019,°C,-0.245,E,Estimated value,,,,,,,
ET,Temperature change,260,French Southern Territories,7271,Temperature change,7012,December,2019,2019,°C,-0.059,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7001,January,2019,2019,°C,1.017,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7002,February,2019,2019,°C,1.324,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7003,March,2019,2019,°C,1.304,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7004,April,2019,2019,°C,1.325,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7005,May,2019,2019,°C,1.345,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7006,June,2019,2019,°C,1.86,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7007,July,2019,2019,°C,2.28,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7008,August,2019,2019,°C,1.856,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7009,September,2019,2019,°C,1.522,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7010,October,2019,2019,°C,0.795,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7011,November,2019,2019,°C,1.434,E,Estimated value,,,,,,,
ET,Temperature change,266,Gabon,7271,Temperature change,7012,December,2019,2019,°C,1.37,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7001,January,2019,2019,°C,1.493,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7002,February,2019,2019,°C,1.457,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7003,March,2019,2019,°C,1.041,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7004,April,2019,2019,°C,1.574,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7005,May,2019,2019,°C,0.697,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7006,June,2019,2019,°C,1.632,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7007,July,2019,2019,°C,1.784,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7008,August,2019,2019,°C,1.666,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7009,September,2019,2019,°C,1.362,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7010,October,2019,2019,°C,1.557,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7011,November,2019,2019,°C,2.133,E,Estimated value,,,,,,,
ET,Temperature change,270,Gambia,7271,Temperature change,7012,December,2019,2019,°C,1.991,E,Estimated value,,,,,,,
ET,Temperature change,268,Georgia,7271,Temperature change,7001,January,2019,2019,°C,2.84,E,Estimated value,,,,,,,
ET,Temperature change,268,Georgia,7271,Temperature change,7002,February,2019,2019,°C,2.642,E,Estimated value,,,,,,,
ET,Temperature change,268,Georgia,7271,Temperature change,7003,March,2019,2019,°C,1.264,E,Estimated value,,,,,,,
ET,Temperature change,268,Georgia,7271,Temperature change,7004,April,2019,2019,°C,-0.047,E,Estimated value,,,,,,,
ET,Temperature change,268,Georgia,7271,Temperature change,7005,May,2019,2019,°C,2.035,E,Estimated value,,,,,,,
ET,Temperature change,268,Georgia,7271,Temperature change,7006,June,2019,2019,°C,4.119,E,Estimated value,,,,,,,
ET,Temperature change,268,Georgia,7271,Temperature change,7007,July,2019,2019,°C,0.736,E,Estimated value,,,,,,,
ET,Temperature change,268,Georgia,7271,Temperature change,7008,August,2019,2019,°C,1.465,E,Estimated value,,,,,,,
ET,Temperature change,268,Georgia,7271,Temperature change,7009,September,2019,2019,°C,0.13,E,Estimated value,,,,,,,
ET,Temperature change,268,Georgia,7271,Temperature change,7010,October,2019,2019,°C,3.113,E,Estimated value,,,,,,,
ET,Temperature change,268,Georgia,7271,Temperature change,7011,November,2019,2019,°C,0.713,E,Estimated value,,,,,,,
